Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Henri,2021-11-14 18:26:43,01:50:54,Autoplayed: user action: User_Interaction; ,Red Notice,,Google Sabrina ATV Set Top Box,01:55:17,01:55:17,FR (France)
Henri,2021-11-14 18:26:24,00:00:02,,Red Notice,,Google Sabrina ATV Set Top Box,00:00:01,Not latest view,FR (France)
Henri,2021-11-14 00:01:39,00:19:03,,"The Big Bang Theory: Saison 8: Sheldon Cooper, professeur d'université (Épisode 2)",,Google Sabrina ATV Set Top Box,00:19:23,00:19:23,FR (France)
Henri,2021-11-13 23:53:01,00:03:33,,The Big Bang Theory: Saison 8: Loco-démotivation (Épisode 1),,Google Sabrina ATV Set Top Box,00:20:43,00:20:43,FR (France)
Henri,2021-11-13 23:31:17,00:09:19,,The Big Bang Theory: Saison 8: Loco-démotivation (Épisode 1),,Google Sabrina ATV Set Top Box,00:17:14,Not latest view,FR (France)
Henri,2021-11-13 23:12:26,00:08:15,Autoplayed: user action: User_Interaction; ,The Big Bang Theory: Saison 8: Loco-démotivation (Épisode 1),,Google Sabrina ATV Set Top Box,00:08:37,Not latest view,FR (France)
Henri,2021-11-13 22:51:29,00:20:55,,"The Big Bang Theory: Saison 7: Fiançailles, status quo, départ… (Épisode 24)",,Google Sabrina ATV Set Top Box,00:20:55,00:20:55,FR (France)
Henri,2021-11-13 22:33:41,00:17:42,Autoplayed: user action: User_Interaction; ,The Big Bang Theory: Saison 7: Orang-outan en emporte le vent (Épisode 23),,Google Sabrina ATV Set Top Box,00:18:50,00:18:50,FR (France)
Henri,2021-11-08 11:33:08,00:00:50,,The Big Bang Theory: Saison 7: Orang-outan en emporte le vent (Épisode 23),,Google Sabrina ATV Set Top Box,00:00:50,Not latest view,FR (France)
Henri,2021-11-08 11:12:21,00:20:45,,The Big Bang Theory: Saison 7: Un proton peut en cacher un autre (Épisode 22),,Google Sabrina ATV Set Top Box,00:20:45,00:20:45,FR (France)
Henri,2021-11-08 10:53:19,00:16:45,Autoplayed: user action: User_Interaction; ,The Big Bang Theory: Saison 7: Le jeudi tout est permis (Épisode 21),,Google Sabrina ATV Set Top Box,00:18:26,00:18:26,FR (France)
Henri,2021-11-07 19:04:17,01:53:46,Autoplayed: user action: User_Interaction; ,"Mon beau-père, mes parents et moi",,Google Sabrina ATV Set Top Box,01:53:46,01:53:46,FR (France)
Henri,2021-11-07 18:15:26,00:00:23,Autoplayed: user action: None; ,Arcane: Saison 1: Welcome to the playground (Épisode 1),,Google Sabrina ATV Set Top Box,00:00:23,Not latest view,FR (France)
Henri,2021-11-07 00:07:01,00:20:41,Autoplayed: user action: User_Interaction; ,"Avatar : Le dernier maître de l’air: Avatar : Le dernier maître de l'air : Livre 1: Avatar, le retour ! (Épisode 2)",,Google Sabrina ATV Set Top Box,00:21:32,00:21:32,FR (France)
Henri,2021-11-06 23:44:39,00:22:20,,Avatar : Le dernier maître de l’air: Avatar : Le dernier maître de l'air : Livre 1: Le garçon bloqué dans l'iceberg (Épisode 1),,Google Sabrina ATV Set Top Box,00:22:54,00:22:54,FR (France)
Henri,2021-11-03 11:41:53,00:01:41,,The Big Bang Theory: Saison 7: Le jeudi tout est permis (Épisode 21),,Google Sabrina ATV Set Top Box,00:01:41,Not latest view,FR (France)
Henri,2021-11-03 11:36:04,00:05:43,,The Big Bang Theory: Saison 7: La dissolution de la relation (Épisode 20),,Google Sabrina ATV Set Top Box,00:20:14,00:20:14,FR (France)
Henri,2021-11-02 19:16:18,00:01:06,Autoplayed: user action: User_Interaction; ,Roi Julian ! L'élu des lémurs : Joyeux anniversaire,,Google Sabrina ATV Set Top Box,00:01:06,00:01:06,FR (France)
Henri,2021-11-02 19:15:15,00:00:46,Autoplayed: user action: User_Interaction; ,"Miraculous, les aventures de Ladybug et Chat Noir : Joyeux anniversaire",,Google Sabrina ATV Set Top Box,00:00:45,00:00:45,FR (France)
Henri,2021-11-02 19:14:13,00:00:47,Autoplayed: user action: User_Interaction; ,Barbie : Joyeux anniversaire,,Google Sabrina ATV Set Top Box,00:00:47,00:00:47,FR (France)
Henri,2021-10-28 18:55:55,00:14:31,,The Big Bang Theory: Saison 7: La dissolution de la relation (Épisode 20),,Google Sabrina ATV Set Top Box,00:14:32,Not latest view,FR (France)
Henri,2021-10-28 10:57:07,00:00:02,,The Big Bang Theory: Saison 7: La dissolution de la relation (Épisode 20),,Google Sabrina ATV Set Top Box,00:00:02,Not latest view,FR (France)
Henri,2021-10-28 10:34:35,00:18:49,,The Big Bang Theory: Saison 7: Des choix cornéliens (Épisode 19),,Google Sabrina ATV Set Top Box,00:18:50,00:18:50,FR (France)
Henri,2021-10-26 22:29:19,00:00:03,Autoplayed: user action: None; ,"Avatar : Le dernier maître de l’air: Avatar : Le dernier maître de l'air : Livre 1: Avatar, le retour ! (Épisode 2)",,Google Sabrina ATV Set Top Box,00:00:03,Not latest view,FR (France)
Henri,2021-10-26 22:13:21,00:06:28,,Inside Job: Partie 1: Le sang bleu (Épisode 3),,Google Sabrina ATV Set Top Box,00:06:54,00:06:54,FR (France)
Henri,2021-10-26 22:13:00,00:00:04,Autoplayed: user action: User_Interaction; ,Inside Job: Partie 1: Le tireur plus vraiment solitaire (Épisode 2),,Google Sabrina ATV Set Top Box,00:26:21,00:26:21,FR (France)
Henri,2021-10-26 15:20:10,00:20:45,,GODZILLA La planète des monstres: Partie 1: La planète des monstres (Épisode 1),,Google Sabrina ATV Set Top Box,00:20:45,00:20:45,US (United States)
Henri,2021-10-26 10:17:43,00:01:21,Autoplayed: user action: User_Interaction; ,Inside Job: Partie 1: Le tireur plus vraiment solitaire (Épisode 2),,Google Sabrina ATV Set Top Box,00:01:21,Not latest view,FR (France)
Henri,2021-10-25 12:35:31,00:00:02,Autoplayed: user action: None; ,Destin : La saga Winx: Saison 1: Il n'y a pas d'étrangers ici (Épisode 2),,Google Sabrina ATV Set Top Box,00:00:02,00:00:02,US (United States)
Henri,2021-10-24 13:35:07,00:20:02,,The Big Bang Theory: Saison 7: Maman a un amant (Épisode 18),,Google Sabrina ATV Set Top Box,00:20:22,00:20:22,FR (France)
Henri,2021-10-24 13:14:35,00:18:48,Autoplayed: user action: User_Interaction; ,The Big Bang Theory: Saison 7: Amitié et Turbulences (Épisode 17),,Google Sabrina ATV Set Top Box,00:18:48,00:18:48,FR (France)
Henri,2021-10-24 13:07:33,00:04:33,Autoplayed: user action: User_Interaction; ,The Big Bang Theory: Saison 7: La table de tous les dangers (Épisode 16),,Google Sabrina ATV Set Top Box,00:19:12,00:19:12,FR (France)
Henri,2021-10-23 14:17:20,00:14:17,Autoplayed: user action: User_Interaction; ,The Big Bang Theory: Saison 7: La table de tous les dangers (Épisode 16),,Google Sabrina ATV Set Top Box,00:14:40,Not latest view,FR (France)
Henri,2021-10-23 13:58:01,00:19:14,,The Big Bang Theory: Saison 7: Loco-motivation (Épisode 15),,Google Sabrina ATV Set Top Box,00:19:35,00:19:35,FR (France)
Henri,2021-10-22 19:27:38,00:00:03,,Inside Job: Partie 1: Le tireur plus vraiment solitaire (Épisode 2),,Google Sabrina ATV Set Top Box,00:00:08,Not latest view,FR (France)
Henri,2021-10-22 18:56:21,00:31:02,,Inside Job: Partie 1: Sans président (Épisode 1),,Google Sabrina ATV Set Top Box,00:30:39,Not latest view,FR (France)
Henri,2021-10-21 10:00:45,00:19:39,Autoplayed: user action: User_Interaction; ,The Big Bang Theory: Saison 7: La convention de Sheldon (Épisode 14),,Google Sabrina ATV Set Top Box,00:20:11,00:20:11,FR (France)
Henri,2021-10-13 10:40:26,00:03:38,Autoplayed: user action: User_Interaction; ,"My Little Pony : Les amies, c'est magique: Saison 2: Vive les mariés (Partie 1) (Épisode 25)",,Google Sabrina ATV Set Top Box,00:04:11,00:04:11,FR (France)
Henri,2021-10-13 10:21:44,00:18:08,Autoplayed: user action: User_Interaction; ,The Big Bang Theory: Saison 7: La démission de Penny (Épisode 13),,Google Sabrina ATV Set Top Box,00:19:43,00:19:43,FR (France)
Henri,2021-10-12 12:21:43,00:01:45,Autoplayed: user action: None; ,The Big Bang Theory: Saison 7: La démission de Penny (Épisode 13),,Google Sabrina ATV Set Top Box,00:01:45,Not latest view,FR (France)
Henri,2021-10-12 12:01:03,00:20:31,Autoplayed: user action: User_Interaction; ,The Big Bang Theory: Saison 7: Ramifications et valse-hésitation (Épisode 12),,Google Sabrina ATV Set Top Box,00:20:48,00:20:48,FR (France)
Henri,2021-10-12 11:39:49,00:20:59,Autoplayed: user action: User_Interaction; ,The Big Bang Theory: Saison 7: L'extraction du docteur Cooper (Épisode 11),,Google Sabrina ATV Set Top Box,00:20:59,00:20:59,FR (France)
Henri,2021-10-12 11:20:23,00:17:19,,The Big Bang Theory: Saison 7: La boulette de Sheldon (Épisode 10),,Google Sabrina ATV Set Top Box,00:18:12,00:18:12,FR (France)
Henri,2021-10-12 11:09:23,00:00:54,,The Big Bang Theory: Saison 7: La boulette de Sheldon (Épisode 10),,Google Sabrina ATV Set Top Box,00:00:54,Not latest view,FR (France)
Henri,2021-10-12 10:50:29,00:18:51,Autoplayed: user action: User_Interaction; ,"The Big Bang Theory: Saison 7: Thanksgiving, clowns et union bidon ! (Épisode 9)",,Google Sabrina ATV Set Top Box,00:18:51,00:18:51,FR (France)
Henri,2021-10-11 19:01:41,00:01:47,,Ready Player One,,Google Sabrina ATV Set Top Box,02:11:06,02:11:06,FR (France)
Henri,2021-10-11 18:37:52,00:22:18,Autoplayed: user action: User_Interaction; ,Ready Player One,,Google Sabrina ATV Set Top Box,02:09:24,Not latest view,FR (France)
Henri,2021-10-11 17:49:50,00:35:18,Autoplayed: user action: User_Interaction; ,Ready Player One,,Google Sabrina ATV Set Top Box,01:47:27,Not latest view,FR (France)
Henri,2021-10-10 18:59:42,01:12:44,Autoplayed: user action: User_Interaction; ,Ready Player One,,Google Sabrina ATV Set Top Box,01:12:44,Not latest view,FR (France)
Henri,2021-10-09 12:50:36,00:22:18,Autoplayed: user action: User_Interaction; ,Détective Conan: Saison 1: Meurtre en karaoke (Épisode 42),,Google Sabrina ATV Set Top Box,00:24:04,00:24:04,FR (France)
Henri,2021-10-09 12:50:29,00:00:04,,Détective Conan: Saison 1: Meurtre en karaoke (Épisode 42),,Google Sabrina ATV Set Top Box,00:00:04,Not latest view,FR (France)
Henri,2021-10-09 12:28:31,00:21:31,Autoplayed: user action: User_Interaction; ,Détective Conan: Saison 1: L'affaire du drapeau en lambeaux (Épisode 41),,Google Sabrina ATV Set Top Box,00:24:30,00:24:30,FR (France)
Henri,2021-10-09 12:01:13,00:21:15,,Détective Conan: Saison 1: Le meurtre de l'héritière (2) (Épisode 40),,Google Sabrina ATV Set Top Box,00:24:43,00:24:43,FR (France)
Henri,2021-10-09 11:38:21,00:22:40,,Détective Conan: Saison 1: Le meurtre de l'héritière (1) (Épisode 39),,Google Sabrina ATV Set Top Box,00:24:38,00:24:38,FR (France)
Henri,2021-10-09 11:16:51,00:21:14,,Détective Conan: Saison 1: La fête du feu (Épisode 38),,Google Sabrina ATV Set Top Box,00:24:07,00:24:07,FR (France)
Henri,2021-10-09 10:54:51,00:21:05,,Détective Conan: Saison 1: Meurtre au cactus (Épisode 37),,Google Sabrina ATV Set Top Box,00:24:39,00:24:39,FR (France)
Henri,2021-10-09 10:33:11,00:20:52,Autoplayed: user action: User_Interaction; ,Détective Conan: Saison 1: Lundi 19h30 (Épisode 36),,Google Sabrina ATV Set Top Box,00:24:05,00:24:05,FR (France)
Henri,2021-10-08 21:15:12,00:00:03,Autoplayed: user action: None; ,Mon beau-père et moi,,Google Sabrina ATV Set Top Box,00:00:03,00:00:03,FR (France)
Henri,2021-10-08 21:15:08,00:00:01,Autoplayed: user action: None; ,Mon beau-père et moi,,Google Sabrina ATV Set Top Box,00:00:01,Not latest view,FR (France)
Henri,2021-10-08 19:27:44,01:45:19,,Mon beau-père et moi,,Google Sabrina ATV Set Top Box,01:44:41,Not latest view,FR (France)
Henri,2021-10-08 19:23:15,00:00:02,Autoplayed: user action: Visibility_Timeout; ,Superstore: Saison 1: Pilote (Épisode 1),,Google Sabrina ATV Set Top Box,00:00:02,Not latest view,FR (France)
Henri,2021-10-04 11:39:52,00:00:02,Autoplayed: user action: None; ,"My Little Pony : Les amies, c'est magique: Saison 2: Vive les mariés (Partie 1) (Épisode 25)",,Google Sabrina ATV Set Top Box,00:00:02,Not latest view,FR (France)
Henri,2021-10-04 11:18:29,00:21:15,Autoplayed: user action: User_Interaction; ,"My Little Pony : Les amies, c'est magique: Saison 2: Pinkie mène l'enquête (Épisode 24)",,Google Sabrina ATV Set Top Box,00:21:46,00:21:46,FR (France)
Henri,2021-10-04 11:11:55,00:06:31,Autoplayed: user action: User_Interaction; ,"My Little Pony : Les amies, c'est magique: Saison 2: Journalistes en herbe (Épisode 23)",,Google Sabrina ATV Set Top Box,00:21:38,00:21:38,FR (France)
Henri,2021-10-04 11:01:52,00:06:33,Autoplayed: user action: User_Interaction; ,"My Little Pony : Les amies, c'est magique: Saison 2: Journalistes en herbe (Épisode 23)",,Google Sabrina ATV Set Top Box,00:15:09,Not latest view,FR (France)
Henri,2021-10-04 10:45:08,00:16:28,Autoplayed: user action: User_Interaction; ,The Big Bang Theory: Saison 7: La simulation du cerveau qui démange (Épisode 8),,Google Sabrina ATV Set Top Box,00:20:00,00:20:00,FR (France)
Henri,2021-10-03 20:36:52,00:19:51,,Détective Conan: Saison 1: L'homme aux bandelettes (2) (Épisode 35),,Google Sabrina ATV Set Top Box,00:24:04,00:24:04,FR (France)
Henri,2021-10-03 20:09:19,00:21:02,,Détective Conan: Saison 1: L'homme aux bandelettes (1) (Épisode 34),,Google Sabrina ATV Set Top Box,00:24:44,00:24:44,FR (France)
Henri,2021-10-03 19:47:58,00:20:56,Autoplayed: user action: User_Interaction; ,Détective Conan: Saison 1: Rendez-vous mortel (Épisode 33),,Google Sabrina ATV Set Top Box,00:24:44,00:24:44,FR (France)
Henri,2021-10-02 19:23:58,00:05:22,Autoplayed: user action: User_Interaction; ,Dune,,Google Sabrina ATV Set Top Box,01:08:14,01:08:14,FR (France)
Henri,2021-10-01 11:41:25,00:00:12,Autoplayed: user action: None; ,The Big Bang Theory: Saison 7: La simulation du cerveau qui démange (Épisode 8),,Google Sabrina ATV Set Top Box,00:02:54,Not latest view,FR (France)
Henri,2021-09-29 10:47:38,00:21:35,Autoplayed: user action: User_Interaction; ,Détective Conan: Saison 1: Meurtre au coffee shop (Épisode 32),,Google Sabrina ATV Set Top Box,00:24:06,00:24:06,FR (France)
Henri,2021-09-28 11:17:56,00:01:52,,Détective Conan: Saison 1: Meurtre au studio TV (Épisode 31),,Google Sabrina ATV Set Top Box,00:24:40,00:24:40,FR (France)
Henri,2021-09-28 10:56:04,00:21:26,Autoplayed: user action: User_Interaction; ,Détective Conan: Saison 1: Meurtre au studio TV (Épisode 31),,Google Sabrina ATV Set Top Box,00:21:30,Not latest view,FR (France)
Henri,2021-09-28 10:42:15,00:08:12,Autoplayed: user action: User_Interaction; ,"My Little Pony : Les amies, c'est magique: Saison 2: Journalistes en herbe (Épisode 23)",,Google Sabrina ATV Set Top Box,00:08:37,Not latest view,FR (France)
Henri,2021-09-28 10:39:27,00:02:43,,The Big Bang Theory: Saison 7: La simulation du cerveau qui démange (Épisode 8),,Google Sabrina ATV Set Top Box,00:02:43,Not latest view,FR (France)
Henri,2021-09-28 10:17:01,00:19:16,Autoplayed: user action: User_Interaction; ,The Big Bang Theory: Saison 7: L'article du professeur Proton (Épisode 7),,Google Sabrina ATV Set Top Box,00:19:16,00:19:16,FR (France)
Henri,2021-09-27 11:29:50,00:00:07,Autoplayed: user action: None; ,"My Little Pony : Les amies, c'est magique: Saison 2: Journalistes en herbe (Épisode 23)",,Google Sabrina ATV Set Top Box,00:00:07,Not latest view,FR (France)
Henri,2021-09-27 11:08:32,00:21:07,,"My Little Pony : Les amies, c'est magique: Saison 2: Mission pour les Pégases (Épisode 22)",,Google Sabrina ATV Set Top Box,00:21:39,00:21:39,FR (France)
Henri,2021-09-27 10:32:43,00:21:07,Autoplayed: user action: User_Interaction; ,"My Little Pony : Les amies, c'est magique: Saison 2: Spike cherche sa famille (Épisode 21)",,Google Sabrina ATV Set Top Box,00:21:38,00:21:38,FR (France)
Henri,2021-09-27 10:14:54,00:17:37,,The Big Bang Theory: Saison 7: La résonance de l'amour (Épisode 6),,Google Sabrina ATV Set Top Box,00:20:30,00:20:30,FR (France)
Henri,2021-09-27 10:13:00,00:01:41,Autoplayed: user action: User_Interaction; ,The Big Bang Theory: Saison 7: La résonance de l'amour (Épisode 6),,Google Sabrina ATV Set Top Box,00:02:33,Not latest view,FR (France)
Henri,2021-09-26 12:22:44,00:18:22,,Détective Conan: Saison 1: Un alibi parfait (Épisode 30),,Google Sabrina ATV Set Top Box,00:24:42,00:24:42,FR (France)
Henri,2021-09-26 12:05:11,00:03:05,Autoplayed: user action: User_Interaction; ,Détective Conan: Saison 1: Un alibi parfait (Épisode 30),,Google Sabrina ATV Set Top Box,00:04:39,Not latest view,FR (France)
Henri,2021-09-26 11:34:38,00:21:10,Autoplayed: user action: User_Interaction; ,"My Little Pony : Les amies, c'est magique: Saison 2: Retour vers le passé (Épisode 20)",,Google Sabrina ATV Set Top Box,00:21:38,00:21:38,FR (France)
Henri,2021-09-26 11:33:08,00:00:07,,Edens Zero: Saison 1: Sister Ivly (Épisode 11),,Google Sabrina ATV Set Top Box,00:00:07,00:00:07,FR (France)
Henri,2021-09-25 22:00:16,00:32:48,,Squid Game: Saison 1: Jour de chance (Épisode 9),,Android DefaultWidevineL3Phone Android Phone,00:51:15,00:51:15,FR (France)
Henri,2021-09-25 21:41:10,00:18:06,,Squid Game: Saison 1: Jour de chance (Épisode 9),,Android DefaultWidevineL3Phone Android Phone,00:18:22,Not latest view,FR (France)
Henri,2021-09-25 21:18:39,00:22:30,,Squid Game: Saison 1: Leader (Épisode 8),,Android DefaultWidevineL3Phone Android Phone,00:28:02,00:28:02,FR (France)
Henri,2021-09-25 20:27:05,00:05:16,,Squid Game: Saison 1: Leader (Épisode 8),,Android DefaultWidevineL3Phone Android Phone,00:05:36,Not latest view,FR (France)
Henri,2021-09-25 20:10:39,00:14:22,,Squid Game: Saison 1: VIP (Épisode 7),,Android DefaultWidevineL3Phone Android Phone,00:53:39,00:53:39,FR (France)
Henri,2021-09-25 17:30:32,00:12:50,,Squid Game: Saison 1: VIP (Épisode 7),,Android DefaultWidevineL3Phone Android Phone,00:39:25,Not latest view,FR (France)
Henri,2021-09-25 17:16:09,00:12:35,,Squid Game: Saison 1: VIP (Épisode 7),,Android DefaultWidevineL3Phone Android Phone,00:26:38,Not latest view,FR (France)
Henri,2021-09-25 16:51:59,00:13:32,,Squid Game: Saison 1: VIP (Épisode 7),,Android DefaultWidevineL3Phone Android Phone,00:14:05,Not latest view,FR (France)
Henri,2021-09-25 15:54:55,00:57:04,,Squid Game: Saison 1: Gganbu (Épisode 6),,Android DefaultWidevineL3Phone Android Phone,00:57:15,00:57:15,FR (France)
Henri,2021-09-25 15:23:16,00:31:01,,Squid Game: Saison 1: Un monde juste (Épisode 5),,Android DefaultWidevineL3Phone Android Phone,00:47:09,00:47:09,FR (France)
Henri,2021-09-25 15:00:59,00:14:06,,Squid Game: Saison 1: Un monde juste (Épisode 5),,Android DefaultWidevineL3Phone Android Phone,00:16:20,Not latest view,FR (France)
Henri,2021-09-25 13:10:53,00:04:27,,Détective Conan: Saison 1: Meurtre en direct (Épisode 29),,Google Sabrina ATV Set Top Box,00:24:05,00:24:05,FR (France)
Henri,2021-09-25 12:26:25,00:16:25,,Détective Conan: Saison 1: Meurtre en direct (Épisode 29),,Google Sabrina ATV Set Top Box,00:18:12,Not latest view,FR (France)
Henri,2021-09-25 12:06:09,00:19:33,,Détective Conan: Saison 1: La réunion de classe de Kogoro (2) (Épisode 28),,Google Sabrina ATV Set Top Box,00:24:44,00:24:44,FR (France)
Henri,2021-09-25 11:43:14,00:21:28,,Détective Conan: Saison 1: La réunion de classe de Kogoro (1) (Épisode 27),,Google Sabrina ATV Set Top Box,00:24:38,00:24:38,FR (France)
Henri,2021-09-25 11:20:20,00:22:41,Autoplayed: user action: User_Interaction; ,Détective Conan: Saison 1: John et l'assassinat (Épisode 26),,Google Sabrina ATV Set Top Box,00:24:04,00:24:04,FR (France)
Henri,2021-09-24 19:49:21,01:28:18,,My Little Pony : Nouvelle génération,,Google Sabrina ATV Set Top Box,01:30:23,01:30:23,FR (France)
Henri,2021-09-24 19:25:53,00:21:00,Autoplayed: user action: User_Interaction; ,Détective Conan: Saison 1: Enlèvement contre rançon (Épisode 25),,Google Sabrina ATV Set Top Box,00:24:05,00:24:05,FR (France)
Henri,2021-09-24 18:45:15,00:02:13,,Squid Game: Saison 1: Un monde juste (Épisode 5),,Google Sabrina ATV Set Top Box,00:02:18,Not latest view,FR (France)
Henri,2021-09-24 17:35:53,00:50:27,Autoplayed: user action: User_Interaction; ,Squid Game: Saison 1: L'équipe avant tout (Épisode 4),,Google Sabrina ATV Set Top Box,00:50:32,00:50:32,FR (France)
Henri,2021-09-24 16:40:28,00:50:35,,Squid Game: Saison 1: L'homme au parapluie (Épisode 3),,Google Sabrina ATV Set Top Box,00:49:50,00:49:50,FR (France)
Henri,2021-09-24 16:18:56,00:21:25,Autoplayed: user action: User_Interaction; ,Squid Game: Saison 1: Enfer (Épisode 2),,Google Sabrina ATV Set Top Box,00:58:01,00:58:01,FR (France)
Henri,2021-09-23 18:57:56,00:21:02,,Détective Conan: Saison 1: La mystérieuse amnésique (Épisode 24),,Google Sabrina ATV Set Top Box,00:24:07,00:24:07,FR (France)
Henri,2021-09-23 18:37:32,00:20:08,,Détective Conan: Saison 1: Les meurtriers en série embarquent sur le Luxery Liner (2) (Épisode 23),,Google Sabrina ATV Set Top Box,00:24:06,00:24:06,FR (France)
Henri,2021-09-23 18:09:18,00:21:34,Autoplayed: user action: Unspecified; ,Détective Conan: Saison 1: Les meurtriers en série embarquent sur le Luxery Liner (1) (Épisode 22),,Google Sabrina ATV Set Top Box,00:24:39,00:24:39,FR (France)
Henri,2021-09-23 18:08:45,00:00:02,Autoplayed: user action: None; ,The Seven Deadly Sins: Le jugement du Dragon: La fin d'un long voyage (Épisode 13),,Google Sabrina ATV Set Top Box,00:00:02,Not latest view,FR (France)
Henri,2021-09-22 20:31:00,00:00:05,,Edens Zero: Saison 1: La jeune fille et le chat bleu (Épisode 2),,Google Sabrina ATV Set Top Box,00:00:05,00:00:05,FR (France)
Henri,2021-09-22 20:07:45,00:21:37,,Détective Conan: Saison 1: Meurtre sur un plateau (Épisode 21),,Google Sabrina ATV Set Top Box,00:24:43,00:24:43,FR (France)
Henri,2021-09-22 20:06:24,00:01:03,,Détective Conan: Saison 1: La maison hantée (Épisode 20),,Google Sabrina ATV Set Top Box,00:24:05,00:24:05,FR (France)
Henri,2021-09-22 20:06:15,00:00:03,,Détective Conan: Saison 1: Meurtre sur un plateau (Épisode 21),,Google Sabrina ATV Set Top Box,00:00:03,Not latest view,FR (France)
Henri,2021-09-22 19:46:13,00:19:57,,Détective Conan: Saison 1: La maison hantée (Épisode 20),,Google Sabrina ATV Set Top Box,00:21:47,Not latest view,FR (France)
Henri,2021-09-22 19:22:29,00:18:22,,Détective Conan: Saison 1: Meurtre dans l'ascenseur (Épisode 19),,Google Sabrina ATV Set Top Box,00:24:44,00:24:44,FR (France)
Henri,2021-09-22 18:44:48,00:00:03,Autoplayed: user action: User_Interaction; ,Détective Conan: Saison 1: Meurtre dans l'ascenseur (Épisode 19),,Google Sabrina ATV Set Top Box,00:04:28,Not latest view,FR (France)
Henri,2021-09-21 18:48:10,00:03:23,,Squid Game: Saison 1: Enfer (Épisode 2),,Android DefaultWidevineL3Phone Android Phone,00:36:43,Not latest view,FR (France)
Henri,2021-09-21 18:15:46,00:02:39,,Détective Conan: Saison 1: Meurtre dans l'ascenseur (Épisode 19),,Google Sabrina ATV Set Top Box,00:04:25,Not latest view,FR (France)
Henri,2021-09-21 17:54:21,00:21:05,Autoplayed: user action: User_Interaction; ,Détective Conan: Saison 1: La mariée de juin (Épisode 18),,Google Sabrina ATV Set Top Box,00:24:44,00:24:44,FR (France)
Henri,2021-09-21 17:27:22,00:21:23,,Détective Conan: Saison 1: Cambriolage au supermarché (Épisode 17),,Google Sabrina ATV Set Top Box,00:24:32,00:24:32,FR (France)
Henri,2021-09-21 17:18:14,00:08:47,Autoplayed: user action: User_Interaction; ,Détective Conan: Saison 1: Le meurtre du collectionneur d'antiquité (Épisode 16),,Google Sabrina ATV Set Top Box,00:24:39,00:24:39,FR (France)
Henri,2021-09-20 22:17:25,00:12:59,,Détective Conan: Saison 1: Le meurtre du collectionneur d'antiquité (Épisode 16),,Google Sabrina ATV Set Top Box,00:14:49,Not latest view,FR (France)
Henri,2021-09-20 22:17:15,00:00:05,,Détective Conan: Saison 1: Le meurtre du collectionneur d'antiquité (Épisode 16),,Google Sabrina ATV Set Top Box,00:00:05,Not latest view,FR (France)
Henri,2021-09-20 21:46:54,00:21:04,,Détective Conan: Saison 1: Un cadavre a disparu (Épisode 15),,Google Sabrina ATV Set Top Box,00:24:44,00:24:44,FR (France)
Henri,2021-09-20 21:25:09,00:21:23,,Détective Conan: Saison 1: Un message à déchiffrer (Épisode 14),,Google Sabrina ATV Set Top Box,00:24:44,00:24:44,FR (France)
Henri,2021-09-20 21:03:27,00:21:29,,Détective Conan: Saison 1: Le meurtre déconcertant (Épisode 13),,Google Sabrina ATV Set Top Box,00:24:40,00:24:40,FR (France)
Henri,2021-09-20 20:40:07,00:21:01,,Détective Conan: Saison 1: On a kidnappé Ayumi (Épisode 12),,Google Sabrina ATV Set Top Box,00:24:44,00:24:44,FR (France)
Henri,2021-09-20 19:54:09,00:45:44,Autoplayed: user action: User_Interaction; ,Détective Conan: Saison 1: Sonate pour un crime au clair de lune (Épisode 11),,Google Sabrina ATV Set Top Box,00:48:25,00:48:25,FR (France)
Henri,2021-09-20 19:12:42,00:33:20,Autoplayed: user action: User_Interaction; ,Squid Game: Saison 1: Enfer (Épisode 2),,Google Sabrina ATV Set Top Box,00:33:20,Not latest view,FR (France)
Henri,2021-09-20 12:25:31,00:00:05,,Squid Game: Saison 1: Enfer (Épisode 2),,Google Sabrina ATV Set Top Box,00:00:10,Not latest view,FR (France)
Henri,2021-09-20 11:27:24,00:55:17,,"Squid Game: Saison 1: Un, deux, trois, soleil (Épisode 1)",,Google Sabrina ATV Set Top Box,00:55:14,00:55:14,FR (France)
Henri,2021-09-20 11:03:55,00:19:07,Autoplayed: user action: User_Interaction; ,Valkyrie Apocalypse: Saison 1: Le tyran des océans (Épisode 9),,Google Sabrina ATV Set Top Box,00:22:40,00:22:40,FR (France)
Henri,2021-09-20 11:01:55,00:00:08,,"Squid Game: Saison 1: Un, deux, trois, soleil (Épisode 1)",,Google Sabrina ATV Set Top Box,00:00:08,Not latest view,FR (France)
Henri,2021-09-20 11:00:46,00:00:31,,The Big Bang Theory: Saison 7: La résonance de l'amour (Épisode 6),,Google Sabrina ATV Set Top Box,00:00:31,Not latest view,FR (France)
Henri,2021-09-20 10:44:40,00:16:02,Autoplayed: user action: User_Interaction; ,The Big Bang Theory: Saison 7: La proximité du lieu de travail (Épisode 5),,Google Sabrina ATV Set Top Box,00:18:36,00:18:36,FR (France)
Henri,2021-09-19 22:14:44,00:23:40,,Edens Zero: Saison 1: Dans le ciel de Sakura (Épisode 1),,Google Sabrina ATV Set Top Box,00:23:40,00:23:40,FR (France)
